callDateTime,priority,district,description,callNumber,incidentLocation,location
07/13/2015 03:43:00 PM,Non-Emergency,NE,Repairs/Service,P151941995,NORTHEAST SUBSTATION,"(39.341597,-76.609494)"
07/13/2015 03:42:00 PM,Medium,CD,911/NO  VOICE,P151941996,0 N GREENE ST,"(39.2892172,-76.6236974)"
07/13/2015 03:42:00 PM,Non-Emergency,SE,LOUD MUSIC,P151941997,2000 SPARK CT,"(39.2872174,-76.5888755)"
07/13/2015 03:42:00 PM,Medium,WD,NARCOTICSOutside,P151941998,2200 W LANVALE ST,"(39.2972540,-76.6525670)"
07/13/2015 03:43:00 PM,Medium,SE,911/NO  VOICE,P151941999,1600 EASTERN AV,"(39.2856358,-76.5951013)"
07/13/2015 03:43:00 PM,Low,CD,ELOPEMENT,P151942001,0 S GREENE ST,"(39.2885206,-76.6236639)"
07/13/2015 03:43:00 PM,High,ND,SILENT ALARM,P151942003,2300 HUNTER ST,"(39.3157690,-76.6135420)"
07/13/2015 03:41:00 PM,Non-Emergency,WD,Private Tow,P151942004,1500 W FAYETTE ST,"(39.2899075,-76.6412028)"
07/13/2015 03:46:00 PM,Medium,NE,911/NO  VOICE,P151942005,5200 PERRING PY,"(39.2903848,-76.6121893)"
07/13/2015 03:45:00 PM,Medium,SD,911/NO  VOICE,P151942006,2100 RUSSELL ST,"(39.2721271,-76.6304488)"
07/13/2015 03:43:00 PM,Non-Emergency,SS,SUPV COMPLAINT,P151942007,EDMONDSON AV/LYNDHURST ST,"(39.293767,-76.680634)"
07/13/2015 03:47:00 PM,High,ND,AGGRAV ASSAULT,P151942008,2400 N CALVERT ST,"(39.3164612,-76.6141355)"
07/13/2015 03:47:00 PM,Medium,SW,911/NO  VOICE,P151942009,500 N ATHOL AV,"(39.2923579,-76.6893446)"
07/13/2015 03:40:00 PM,Medium,NE,DISORDERLY,P151942010,3800 ELKADER RD,"(39.3341258,-76.6030608)"
07/13/2015 03:48:00 PM,Medium,ED,911/NO  VOICE,P151942011,1200 E NORTH AV,"(39.3120262,-76.6021057)"
07/13/2015 03:46:00 PM,Medium,ND,COMMON ASSAULT,P151942012,2400 N CALVERT ST,"(39.3164612,-76.6141355)"
07/13/2015 03:48:00 PM,Low,WD,AUTO ACCIDENT,P151942014,W MULBERRY ST/N MONROE ST,"(39.292930,-76.647196)"
07/13/2015 03:49:00 PM,Non-Emergency,NE,Repairs/Service,P151942015,100,"(39.3810499,-76.6572571)"
07/13/2015 03:45:00 PM,Medium,ED,CHK WELL BEING,P151942017,3700 PULASKI HY,"(39.2967530,-76.5665990)"
07/13/2015 03:48:00 PM,Medium,SW,911/NO  VOICE,P151942018,700 POPLAR GROVE ST,"(39.2956120,-76.6653450)"
07/13/2015 03:48:00 PM,Medium,CD,NARCOTICSOutside,P151942019,200,"(39.2912379,-76.6124711)"
07/13/2015 03:48:00 PM,Low,NW,OTHER,P151942020,3700 GARRISON BL,"(39.3306180,-76.6828740)"
07/13/2015 03:46:00 PM,High,WD,AUTO ACC/INJURY,P151942021,N MONROE ST/W MULBERRY ST,"(39.292930,-76.647196)"
07/13/2015 03:50:00 PM,High,NE,SILENT ALARM,P151942022,2400 KENTUCKY AV,"(39.3284970,-76.5777300)"
07/13/2015 03:48:00 PM,Low,NW,LARCENCY,P151942023,6500 REISTERSTOWN RD,"(39.3554922,-76.7045805)"
07/13/2015 03:50:00 PM,Medium,SE,911/NO  VOICE,P151942024,1000-100 EASTERN AV,"(39.2855160,-76.6001950)"
07/13/2015 03:50:00 PM,Medium,ND,DISORDERLY,P151942025,W NORTHERN PY/FALLS RD,"(39.361279,-76.646186)"
07/13/2015 03:52:00 PM,Low,WD,WANTED ON WARR,P151942026,100 BLK N FULTON AV,"(39.2895849,-76.6452986)"
07/13/2015 03:53:00 PM,Medium,ED,911/NO  VOICE,P151942027,500 E PRESTON ST,"(39.3048077,-76.6092968)"
07/13/2015 03:51:00 PM,Medium,NE,DISORDERLY,P151942028,6900 CHAMBERS RD,"(39.3693560,-76.5585310)"
07/13/2015 03:54:00 PM,Non-Emergency,CD,Foot  Patrol,P151942029,1500 MYRTLE AV,"(39.3006058,-76.6348006)"
07/13/2015 03:53:00 PM,Medium,ED,911/NO  VOICE,P151942030,2200 GREENMOUNT AV,"(39.3148730,-76.6097500)"
07/13/2015 03:53:00 PM,Medium,WD,DISORDERLY,P151942031,200 BLK N CALHOUN ST,"(39.2908340,-76.6396949)"
07/13/2015 03:53:00 PM,Medium,CD,SUSPICIOUS PERS,P151942032,WHITELOCK ST/LINDEN AV,"(39.313850,-76.635576)"
07/13/2015 03:49:00 PM,Low,SE,GET BELONGINGS,P151942033,6500 O'DONNELL ST,"(39.2818908,-76.5368712)"
07/13/2015 03:53:00 PM,Medium,NW,COMMON ASSAULT,P151942034,5200 ST CHARLES AV,"(39.3443779,-76.6830007)"
07/13/2015 03:55:00 PM,Medium,SW,DISORDERLY,P151942035,400 FONTHILL AV,"(39.2791793,-76.6633841)"
07/13/2015 03:54:00 PM,Non-Emergency,ND,INVESTIGATE AUTO,P151942036,WHITRIDGE AV/GUILFORD AV,"(39.321434,-76.613081)"
07/13/2015 03:53:00 PM,Medium,NE,BURGLARY,P151942038,5600 REMMELL AV,"(39.3447739,-76.5502326)"
07/13/2015 03:57:00 PM,Medium,SD,911/NO  VOICE,P151942039,2100 RUSSELL ST,"(39.2721271,-76.6304488)"
07/13/2015 03:57:00 PM,Medium,ED,DISORDERLY,P151942040,BELAIR RD/E NORTH AV,"(39.312602,-76.584042)"
07/13/2015 03:57:00 PM,Medium,ED,911/NO  VOICE,P151942042,1000 EDISON HY,"(39.3029101,-76.5728709)"
07/13/2015 03:53:00 PM,Medium,WD,NARCOTICSOutside,P151942043,W LEXINGTON ST/N FULTON AV,"(39.290622,-76.645333)"
07/13/2015 03:57:00 PM,Medium,NE,BURGLARY,P151942044,5600 REMMELL AV,"(39.3447739,-76.5502326)"
07/13/2015 03:57:00 PM,Medium,NE,911/NO  VOICE,P151942045,1700 E 30TH ST,"(39.3255630,-76.5918200)"
07/13/2015 03:59:00 PM,Non-Emergency,WD,Tow - DO NOT USE,P151942046,900 W FAYETTE ST,"(39.2901370,-76.6323620)"
07/13/2015 03:59:00 PM,Medium,ND,911/NO  VOICE,P151942047,100 W 29TH ST,"(39.3231493,-76.6188892)"
07/13/2015 03:57:00 PM,Medium,SD,SUSPICIOUS PERS,P151942048,1000 S CHARLES ST,"(39.2776409,-76.6146601)"
07/13/2015 03:58:00 PM,Low,SW,AUTO ACCIDENT,P151942049,2300 WASHINGTON BL,"(39.2695667,-76.6493895)"
07/13/2015 03:58:00 PM,Low,NW,FALSE PRETENSE,P151942050,3700 BEEHLER AV,"(39.3427198,-76.6753564)"
07/13/2015 04:00:00 PM,Low,SD,AUTO ACCIDENT,P151942051,W OSTEND ST/RIDGELY ST,"(39.277118,-76.626695)"
07/13/2015 03:59:00 PM,Low,NW,CHK WELL BEING,P151942052,3000 FALLSTAFF RD,"(39.3693670,-76.6915461)"
07/13/2015 03:59:00 PM,Medium,NE,DWI,P151942053,BELAIR RD/WOODLEA AV,"(39.334406,-76.556957)"
07/13/2015 04:02:00 PM,High,SW,Field Interview,P151942054,3100 BLK WESTMONT CT,"(39.3021062,-76.6688522)"
07/13/2015 03:57:00 PM,Medium,SE,DISORDERLY,P151942055,1700 FLEET ST,"(39.2845740,-76.5934854)"
07/13/2015 04:01:00 PM,Medium,NE,911/NO  VOICE,P151942056,2500 1/2 HARFORD RD,"(39.317209,-76.594969)"
07/13/2015 04:01:00 PM,Medium,NE,BURGLARY,P151942057,5500 TODD AV,"(39.3327516,-76.5392249)"
