callDateTime,priority,district,description,callNumber,incidentLocation,location
07/13/2015 01:31:00 PM,Low,CD,INVESTIGATE,P151941522,600 E FAYETTE ST,"(39.2906737,-76.6071600)"
07/13/2015 01:32:00 PM,Low,SD,Transport,P151941523,SOUTHERN DISTRICT,"(39.253253,-76.615524)"
07/13/2015 01:27:00 PM,Medium,SW,JUV DISTURBANCE,P151941524,200 N HILTON ST,"(39.2887620,-76.6727830)"
07/13/2015 01:29:00 PM,Medium,NE,DISORDERLY,P151941525,2800 BEECHLAND AV,"(39.3592620,-76.5615070)"
07/13/2015 01:29:00 PM,Medium,NW,DISORDERLY,P151941526,3700 FERNHILL AV,"(39.3370850,-76.6781150)"
07/13/2015 01:32:00 PM,Medium,ED,COMMON ASSAULT,P151941527,1100 BLK WILMOT CT,"(39.2993776,-76.6027574)"
07/13/2015 01:27:00 PM,High,ED,AGGRAV ASSAULT,P151941529,1100 BLK WILMOT CT,"(39.2993776,-76.6027574)"
07/13/2015 01:28:00 PM,Low,NW,AUTO ACCIDENT,P151941530,2500 VIOLET AV,"(39.3313936,-76.6578220)"
07/13/2015 01:31:00 PM,Medium,SD,DISORDERLY,P151941531,COVINGTON ST/E HEATH ST,"(39.270787,-76.606543)"
07/13/2015 01:32:00 PM,Medium,ND,AUTO ACCIDENT,P151941532,W NORTHERN PY/GREENSPRING AV,"(39.355017,-76.660457)"
07/13/2015 01:32:00 PM,Low,ND,AUTO ACCIDENT,P151941533,CYLBURN AV/W NORTHERN PY,"(39.357477,-76.654873)"
07/13/2015 01:34:00 PM,Non-Emergency,CD,Foot  Patrol,P151941534,1500-1700BLK PENNS,"(,)"
07/13/2015 01:34:00 PM,Non-Emergency,CD,Foot  Patrol,P151941535,1500-1700BLK PENNS,"(,)"
07/13/2015 01:29:00 PM,Non-Emergency,NE,SUPV COMPLAINT,P151941536,3100 RAVENWOOD AV,"(39.3153608,-76.5808845)"
07/13/2015 01:31:00 PM,Non-Emergency,ND,Private Tow,P151941537,500 E 25TH ST,"(39.3181547,-76.6090045)"
07/13/2015 01:33:00 PM,Medium,NE,911/NO  VOICE,P151941540,4300 HILLEN RD,"(39.3418475,-76.5873262)"
07/13/2015 01:29:00 PM,Medium,SW,DISORDERLY,P151941541,3100 W NORTH AV,"(39.3093340,-76.6695320)"
07/13/2015 01:33:00 PM,Low,NE,AUTO ACCIDENT,P151941542,5900 PULASKI HY,"(39.3023950,-76.5475770)"
07/13/2015 01:35:00 PM,Medium,NW,911/NO  VOICE,P151941543,5900 PARK HEIGHTS AV,"(39.3558016,-76.6889025)"
07/13/2015 01:36:00 PM,Medium,ND,DISORDERLY,P151941545,1200 SHERWOOD AV,"(39.3659299,-76.5923429)"
07/13/2015 01:35:00 PM,Low,NW,HIT AND RUN,P151941547,6600 REISTERSTOWN RD,"(39.3567810,-76.7041418)"
07/13/2015 01:34:00 PM,Low,SW,OTHER,P151941548,WINTERBOURNE RD/MORRIS RD,"(39.306188,-76.674335)"
07/13/2015 01:37:00 PM,Medium,NW,BURGLARY,P151941549,3700 GWYNN OAK AV,"(39.3333420,-76.6951710)"
07/13/2015 01:32:00 PM,Medium,NE,COMMON ASSAULT,P151941550,4800 SINCLAIR LN,"(39.3201486,-76.5521577)"
07/13/2015 01:34:00 PM,High,ND,AUTO ACC/INJURY,P151941551,CYLBURN AV/W NORTHERN PY,"(39.357477,-76.654873)"
07/13/2015 01:37:00 PM,Medium,SW,BURGLARY,P151941552,300 ALLENDALE ST,"(39.2908370,-76.6784870)"
07/13/2015 01:37:00 PM,Medium,SD,911/NO  VOICE,P151941553,1900 LIGHT ST,"(39.2683330,-76.6122649)"
07/13/2015 01:39:00 PM,Medium,SW,911/NO  VOICE,P151941556,700 POPLAR GROVE ST,"(39.2956120,-76.6653450)"
07/13/2015 01:35:00 PM,Medium,SW,BURGLARY,P151941557,300 ALLENDALE ST,"(39.2908370,-76.6784870)"
07/13/2015 01:41:00 PM,Non-Emergency,CD,LOST PROPERTY,P151941559,0 E FAYETTE ST,"(39.2903964,-76.6145354)"
07/13/2015 01:38:00 PM,Medium,NW,COMMON ASSAULT,P151941560,3100 TOWANDA AV,"(39.3215670,-76.6586630)"
07/13/2015 01:40:00 PM,Low,NW,DESTRUCT PROPTY,P151941561,5500 WESLEY AV,"(39.3326790,-76.7064650)"
07/13/2015 01:41:00 PM,Medium,SW,MISSING PERSON,P151941563,3500 EDMONDSON AV,"(39.2943489,-76.6758430)"
07/13/2015 01:42:00 PM,High,SW,RA POLICE,P151941564,3000 W LANVALE ST,"(39.2971815,-76.6672415)"
07/13/2015 01:37:00 PM,High,SD,ARMED PERSON,P151941565,S FULTON AV/WILKENS AV,"(39.282593,-76.644875)"
07/13/2015 01:41:00 PM,Low,CD,DESTRUCT PROPTY,P151941566,400 ORCHARD ST,"(39.2990186,-76.6219716)"
07/13/2015 01:41:00 PM,Medium,ND,BURGLARY,P151941567,2700 MANHATTAN AV,"(39.3586120,-76.6740760)"
07/13/2015 01:43:00 PM,Non-Emergency,WD,Court,P151941570,CIRCUIT CRT,"(39.290431,-76.612477)"
07/13/2015 01:43:00 PM,Medium,NW,911/NO  VOICE,P151941571,3000 DRUID PARK DR,"(39.3238608,-76.6610767)"
07/13/2015 01:43:00 PM,Non-Emergency,NW,LOST PROPERTY,P151941572,3600 MILFORD AV,"(39.3329857,-76.7006157)"
07/13/2015 01:45:00 PM,Low,ED,OTHER,P151941573,2400 BLK GREENMOUNT AV,"(39.3163780,-76.6097740)"
07/13/2015 01:41:00 PM,Medium,ND,NARCOTICSOutside,P151941574,E NORTHERN PY/YORK RD,"(39.365138,-76.609920)"
07/13/2015 01:42:00 PM,Medium,ED,NARCOTICS INSIDE,P151941575,2800 E FEDERAL ST,"(39.3093812,-76.5788560)"
07/13/2015 01:40:00 PM,High,WD,AUTO ACC/INJURY,P151941576,EDMONDSON AV/N FRANKLINTOWN RD,"(39.294468,-76.663321)"
07/13/2015 01:44:00 PM,Low,TRU,LARCENCY,P151941577,1900 S CHARLES ST,"(39.2678829,-76.6141695)"
07/13/2015 01:42:00 PM,Medium,NE,SUSPICIOUS PERS,P151941578,6800 HARFORD RD,"(39.3647593,-76.5511622)"
07/13/2015 01:42:00 PM,Non-Emergency,SS,SUPV COMPLAINT,P151941579,3000 WYLIE AV,"(39.3421154,-76.6652286)"
07/13/2015 01:44:00 PM,Medium,SE,BURGLARY,P151941580,100 N MONTFORD AV,"(39.2930783,-76.5833842)"
07/13/2015 01:45:00 PM,Medium,ND,DISORDERLY,P151941582,N CALVERT ST/E 0RD ST,"(39.328270,-76.614901)"
07/13/2015 01:45:00 PM,Medium,ND,NARCOTICSOutside,P151941583,5100 YORK RD,"(39.3504020,-76.6102140)"
07/13/2015 01:44:00 PM,Low,NE,HIT AND RUN,P151941584,2800 ST LO DR,"(39.3189083,-76.5871675)"
07/13/2015 01:45:00 PM,High,WD,ARMED PERSON,P151941585,N FULTON AV/W NORTH AV,"(39.309894,-76.646364)"
07/13/2015 01:46:00 PM,Medium,ED,911/NO  VOICE,P151941586,300 N GAY ST,"(39.2940575,-76.6081374)"
07/13/2015 01:43:00 PM,Medium,SE,DISORDERLY,P151941587,1200 GUSRYAN ST,"(39.2804039,-76.5404387)"
07/13/2015 01:46:00 PM,Low,SD,LARCENCY,P151941588,1500 RUSSELL ST,"(39.2744610,-76.6278710)"
07/13/2015 01:48:00 PM,Medium,SW,911/NO  VOICE,P151941589,500 N ATHOL AV,"(39.2923579,-76.6893446)"
07/13/2015 01:47:00 PM,Medium,NW,BURGLARY,P151941590,3700 GWYNN OAK AV,"(39.3333420,-76.6951710)"
07/13/2015 01:49:00 PM,Medium,SE,911/NO  VOICE,P151941592,1600 S HIGHLAND AV,"(39.2739109,-76.5684232)"
07/13/2015 01:46:00 PM,Non-Emergency,SS,SUPV COMPLAINT,P151941593,800 AISQUITH ST,"(39.2991533,-76.6019534)"
07/13/2015 01:50:00 PM,High,SW,Traffic Stop,P151941594,0 N WOODINGTON RD,"(39.2871664,-76.6868295)"
07/13/2015 01:50:00 PM,High,CD,Traffic Stop,P151941595,N MARTIN LUTHER KING JR BL/N HOWARD ST,"(39.301750,-76.620306)"
07/13/2015 01:50:00 PM,Medium,CD,911/NO  VOICE,P151941596,0 S GREENE ST,"(39.2885206,-76.6236639)"
07/13/2015 01:48:00 PM,Medium,CD,FAMILY DISTURB,P151941597,N PACA ST/W LEXINGTON ST,"(39.291440,-76.622422)"
07/13/2015 01:49:00 PM,Low,WD,UNKNOWN TROUBLE,P151941598,2500 W NORTH AV,"(39.3100039,-76.6587889)"
07/13/2015 01:50:00 PM,Medium,ED,FAMILY DISTURB,P151941599,1900 KENNEDY AV,"(39.3121320,-76.6044760)"
07/13/2015 01:51:00 PM,Low,CD,INVESTIGATE,P151941600,600 E FAYETTE ST,"(39.2906737,-76.6071600)"
07/13/2015 01:51:00 PM,High,NE,SILENT ALARM,P151941601,5100 DARIEN RD,"(39.3243793,-76.5312713)"
07/13/2015 01:52:00 PM,Non-Emergency,WD,Repairs/Service,P151941602,3800 E BIDDLE ST,"(39.3065039,-76.5662480)"
07/13/2015 01:51:00 PM,Medium,CD,911/NO  VOICE,P151941603,0 S GREENE ST,"(39.2885206,-76.6236639)"
07/13/2015 01:50:00 PM,Low,SE,INVESTIGATE,P151941604,3100 JEFFERSON ST,"(39.2971172,-76.5729390)"
07/13/2015 01:55:00 PM,High,CD,Traffic Stop,P151941607,500 BLK LAURENS ST,"(39.3059164,-76.6334377)"
07/13/2015 01:55:00 PM,Non-Emergency,NE,Repairs/Service,P151941608,3800 E BIDDLE ST,"(39.3065039,-76.5662480)"
07/13/2015 01:51:00 PM,Medium,SW,NARCOTICSOutside,P151941609,POPLAR GROVE ST/PROSPECT ST,"(39.298627,-76.665148)"
07/13/2015 01:55:00 PM,Non-Emergency,SW,Repairs/Service,P151941611,3800 E BIDDLE ST,"(39.3065039,-76.5662480)"
07/13/2015 01:52:00 PM,Medium,SE,911/NO  VOICE,P151941612,1600 S HIGHLAND AV,"(39.2739109,-76.5684232)"
07/13/2015 01:56:00 PM,High,NE,Traffic Stop,P151941613,5000 HARFORD RD,"(39.3473836,-76.5659404)"
07/13/2015 01:53:00 PM,Medium,SE,911/NO  VOICE,P151941614,3500 CLAREMONT ST,"(39.2896620,-76.5682070)"
07/13/2015 01:54:00 PM,Medium,NW,BURGLARY,P151941616,3700 GWYNN OAK AV,"(39.3333420,-76.6951710)"
07/13/2015 01:56:00 PM,Medium,SD,911/NO  VOICE,P151941617,4100 6TH ST,"(39.2303090,-76.6029760)"
07/13/2015 01:57:00 PM,High,WD,Traffic Stop,P151941618,W BALTIMORE ST/N GILMOR ST,"(39.288368,-76.642388)"
07/13/2015 01:52:00 PM,Low,ND,CHECK WELL BEING,P151941619,1300 MORLING AV,"(39.3342880,-76.6380410)"
07/13/2015 01:58:00 PM,Medium,SD,911/NO  VOICE,P151941621,4100 DORIS AV,"(39.2298010,-76.6030070)"
07/13/2015 01:57:00 PM,Medium,SE,911/NO  VOICE,P151941622,3400 EASTERN AV,"(39.2867760,-76.5688840)"
07/13/2015 01:59:00 PM,Medium,NW,BURGLARY,P151941623,3300 W GARRISON AV,"(39.3467220,-76.6748285)"
07/13/2015 02:36:00 PM,High,WD,Traffic Stop,P151941745,APPLETON ST/EDMONDSON AV,"(39.295121,-76.648190)"
07/13/2015 02:35:00 PM,Medium,SD,911/NO  VOICE,P151941746,2400 NEVADA ST,"(39.2627812,-76.6379365)"
07/13/2015 02:36:00 PM,Medium,NW,911/NO  VOICE,P151941747,3300 W COLD SPRING LN,"(39.3366870,-76.6746129)"
07/13/2015 02:31:00 PM,Medium,ND,DISORDERLY,P151941748,2100 ST PAUL ST,"(39.3134000,-76.6154330)"
07/13/2015 02:37:00 PM,Non-Emergency,SD,Foot  Patrol,P151941749,4100 HYDEN CT,"(39.2280129,-76.5980314)"
07/13/2015 02:35:00 PM,Medium,NE,BURGLARY,P151941750,1600 CHILTON ST,"(39.3277460,-76.5941250)"
07/13/2015 02:35:00 PM,Medium,SW,AUTO ACCIDENT,P151941751,EDMONDSON AV/WILDWOOD PY,"(39.293782,-76.683925)"
07/13/2015 02:36:00 PM,Medium,ED,DISORDERLY,P151941753,2100 AIKEN ST,"(39.3142230,-76.6005160)"
07/13/2015 02:38:00 PM,Medium,SE,911/NO  VOICE,P151941754,1600 EASTERN AV,"(39.2856358,-76.5951013)"
07/13/2015 02:40:00 PM,Non-Emergency,CD,Personal Relief,P151941755,1000 PARK AV,"(39.3042335,-76.6204684)"
07/13/2015 02:38:00 PM,Medium,WD,911/NO  VOICE,P151941756,1500 MOSHER ST,"(39.3000397,-76.6416875)"
07/13/2015 02:39:00 PM,Low,SW,INV,P151941757,4100 FREDERICK AV,"(39.2819620,-76.6834430)"
07/13/2015 02:40:00 PM,Medium,SD,911/NO  VOICE,P151941758,1000 E MCCOMAS ST,"(39.2663422,-76.6011732)"
07/13/2015 02:36:00 PM,Medium,ND,NARCOTICSOutside,P151941761,800 BLK E 41ST ST,"(39.3399560,-76.6047930)"
07/13/2015 02:39:00 PM,Medium,NW,DISORDERLY,P151941762,3700 1/2 W BELVEDERE AV,"(39.346166,-76.680605)"
07/13/2015 02:40:00 PM,Medium,CD,911/NO  VOICE,P151941763,0 S GREENE ST,"(39.2885206,-76.6236639)"
07/13/2015 02:38:00 PM,Medium,NW,SUSPICIOUS PERS,P151941764,6600 VINCENT LN,"(39.3547252,-76.7081136)"
07/13/2015 02:41:00 PM,Low,SD,LARCENCY,P151941765,1900 WILKENS AV,"(39.2824019,-76.6468572)"
07/13/2015 02:43:00 PM,Non-Emergency,SE,Repairs/Service,P151941766,100,"(39.3810499,-76.6572571)"
07/13/2015 02:37:00 PM,Low,WD,FALSE PRETENSE,P151941767,2700 W FRANKLIN ST,"(39.2934320,-76.6614790)"
07/13/2015 02:43:00 PM,Low,CD,INVESTIGATE,P151941768,600 E FAYETTE ST,"(39.2906737,-76.6071600)"
07/13/2015 02:43:00 PM,Low,NE,LARCENCY,P151941769,2400 BELAIR RD,"(39.3189451,-76.5767775)"
07/13/2015 02:42:00 PM,Medium,ND,MISSING PERSON,P151941770,1900 N HOWARD ST,"(39.3116580,-76.6196800)"
07/13/2015 02:44:00 PM,Medium,ND,DISORDERLY,P151941772,FALLS RD/W NORTHERN PY,"(39.361405,-76.646218)"
07/13/2015 02:44:00 PM,Medium,ED,BURGLARY,P151941773,2600 E FEDERAL ST,"(39.3092486,-76.5813506)"
07/13/2015 02:43:00 PM,Medium,NE,911/NO  VOICE,P151941774,1100 E COLD SPRING LN,"(39.3451583,-76.5996398)"
07/13/2015 02:43:00 PM,Low,CD,CLOSED CALL,P151941775,600 E FAYETTE ST,"(39.2906737,-76.6071600)"
07/13/2015 02:05:00 PM,Non-Emergency,SD,Personal Relief,P151941639,SOUTHERN DISTRICT,"(39.253253,-76.615524)"
07/13/2015 02:06:00 PM,High,SE,Field Interview,P151941640,EASTERN AV/BONSAL ST,"(39.287489,-76.545624)"
07/13/2015 02:05:00 PM,Medium,ED,911/NO  VOICE,P151941641,2000 N BROADWAY,"(39.3130613,-76.5969413)"
07/13/2015 02:06:00 PM,Medium,CW,Lab Request,P151941642,3700 GWYNN OAK AV,"(39.3333420,-76.6951710)"
07/13/2015 02:07:00 PM,Low,NE,AUTO ACCIDENT,P151941643,BELAIR RD/MORAVIA RD,"(39.331105,-76.561586)"
07/13/2015 02:05:00 PM,Medium,SE,911/NO  VOICE,P151941644,1000-100 EASTERN AV,"(39.2855160,-76.6001950)"
07/13/2015 02:06:00 PM,Medium,ED,911/NO  VOICE,P151941645,500 E PRESTON ST,"(39.3048077,-76.6092968)"
07/13/2015 02:08:00 PM,Non-Emergency,NW,FOLLOW UP,P151941647,4400 MAINE AV,"(39.3292420,-76.6919710)"
07/13/2015 02:10:00 PM,Medium,SW,SICK CASE,P151941648,BAKER ST/BLOOMINGDALE RD,"(39.305899,-76.667341)"
07/13/2015 02:10:00 PM,Non-Emergency,ED,SEARCH&SEIZURE,P151941649,2500 E BIDDLE ST,"(39.3049449,-76.5825220)"
07/13/2015 02:09:00 PM,Medium,CD,911/NO  VOICE,P151941650,200 ST PAUL PL,"(39.2912704,-76.6143369)"
07/13/2015 02:07:00 PM,Medium,WD,WANTED ON WARR,P151941651,1600 GWYNNS FALLS PY,"(39.2903848,-76.6121893)"
07/13/2015 02:09:00 PM,Medium,NE,COMMON ASSAULT,P151941653,2300 E NORTHERN PY,"(39.2903848,-76.6121893)"
07/13/2015 02:10:00 PM,Non-Emergency,SE,Repairs/Service,P151941654,100,"(39.3810499,-76.6572571)"
07/13/2015 02:06:00 PM,Medium,SD,FAMILY DISTURB,P151941655,600 E PATAPSCO AV,"(39.2364800,-76.6020150)"
07/13/2015 02:02:00 PM,Medium,NW,AED NONBREATHING,P151941656,4000 WOODHAVEN AV,"(39.3210930,-76.6836240)"
07/13/2015 02:12:00 PM,High,SE,Traffic Stop,P151941658,300 S CONKLING ST,"(39.2882443,-76.5674036)"
07/13/2015 02:13:00 PM,Low,SW,Transport,P151941659,SOUTHWEST DISTRICT,"(39.278780,-76.663529)"
07/13/2015 02:13:00 PM,High,CD,Traffic Stop,P151941660,400 W MONUMENT ST,"(39.2973235,-76.6214370)"
07/13/2015 02:12:00 PM,Medium,SW,911/NO  VOICE,P151941661,700 POPLAR GROVE ST,"(39.2956120,-76.6653450)"
07/13/2015 02:08:00 PM,Low,SD,LARCENCY,P151941662,1200 W PRATT ST,"(39.2856666,-76.6365675)"
07/13/2015 02:11:00 PM,Low,SW,FALSE PRETENSE,P151941663,2500 WASHINGTON BL,"(39.2669375,-76.6524614)"
07/13/2015 02:11:00 PM,Low,NE,LARCENCY,P151941665,3000 ORLANDO AV,"(39.3672937,-76.5484409)"
07/13/2015 02:13:00 PM,Medium,SD,911/NO  VOICE,P151941666,1200 LIGHT ST,"(39.2758360,-76.6124920)"
07/13/2015 02:14:00 PM,Medium,ND,DISORDERLY,P151941668,2100 ST PAUL ST,"(39.3134000,-76.6154330)"
07/13/2015 02:10:00 PM,Medium,NE,HIT AND RUN,P151941669,2700 ST LO DR,"(39.3187818,-76.5871623)"
07/13/2015 02:14:00 PM,Medium,ED,NARCOTICSOutside,P151941670,1300 N MONTFORD AV,"(39.3060890,-76.5844180)"
07/13/2015 02:14:00 PM,Low,SD,LARCENCY,P151941671,1200 W PRATT ST,"(39.2856666,-76.6365675)"
07/13/2015 02:16:00 PM,Low,WD,OTHER,P151941672,2000-45 WINCHESTER ST,"(39.3018365,-76.6515506)"
07/13/2015 02:17:00 PM,Low,ND,OTHER,P151941673,4400 FALLS RD,"(39.3420150,-76.6401760)"
07/13/2015 02:14:00 PM,Low,SW,FALSE PRETENSE,P151941675,900 NOTTINGHAM RD,"(39.2967500,-76.7052600)"
07/13/2015 02:17:00 PM,Medium,NE,911/NO  VOICE,P151941676,2500 HARFORD RD,"(39.3169740,-76.5954540)"
07/13/2015 02:18:00 PM,High,SE,Traffic Stop,P151941677,3500 BANK ST,"(39.2878420,-76.5680960)"
07/13/2015 02:17:00 PM,Low,CD,INVESTIGATE,P151941678,600 E FAYETTE ST,"(39.2906737,-76.6071600)"
07/13/2015 02:18:00 PM,Low,ND,OTHER,P151941679,3800 CANTERBURY RD,"(39.3351825,-76.6205380)"
07/13/2015 02:19:00 PM,Non-Emergency,WD,Repairs/Service,P151941680,100,"(39.3810499,-76.6572571)"
07/13/2015 02:19:00 PM,Medium,SE,Warrant Service,P151941681,4000 EASTERN AV,"(39.2867794,-76.5633499)"
07/13/2015 02:18:00 PM,Low,NE,LARCENY F/AUTO,P151941682,6000 AMBERWOOD RD,"(39.3178220,-76.5432350)"
07/13/2015 02:17:00 PM,Medium,CD,MENTAL CASE,P151941683,1000 PARK AV,"(39.3042335,-76.6204684)"
07/13/2015 02:17:00 PM,Medium,CD,DISORDERLY,P151941684,0 PARK AV,"(39.2894221,-76.6180825)"
07/13/2015 02:18:00 PM,Medium,SD,911/NO  VOICE,P151941685,2800 CARVER RD,"(39.2473103,-76.6260750)"
07/13/2015 02:20:00 PM,Non-Emergency,ND,FOLLOW UP,P151941686,E 0TH ST/GREENMOUNT AV,"(39.335325,-76.609492)"
07/13/2015 02:20:00 PM,Medium,SE,Warrant Service,P151941687,4000 EASTERN AV,"(39.2867794,-76.5633499)"
07/13/2015 02:18:00 PM,Low,ND,DESTRUCT PROPTY,P151941688,0 CROSS KEYS RD,"(39.3522252,-76.6437615)"
07/13/2015 02:19:00 PM,Medium,NE,DISORDERLY,P151941689,4900 BELAIR RD,"(39.3347420,-76.5570290)"
07/13/2015 02:20:00 PM,High,WD,Traffic Stop,P151941690,100 BLK S MONROE ST,"(39.2860488,-76.6470307)"
07/13/2015 02:20:00 PM,Medium,SD,911/NO  VOICE,P151941691,3000 S HANOVER ST,"(39.2513247,-76.6150127)"
07/13/2015 02:21:00 PM,Medium,CD,911/NO  VOICE,P151941692,200 N PACA ST,"(39.2918833,-76.6226802)"
07/13/2015 02:22:00 PM,Medium,SD,911/NO  VOICE,P151941693,2800 CARVER RD,"(39.2473103,-76.6260750)"
07/13/2015 02:20:00 PM,Medium,NE,911/NO  VOICE,P151941694,5300 MORAVIA RD,"(39.3229978,-76.5484210)"
07/13/2015 02:20:00 PM,Medium,NW,BURGLARY,P151941695,3300 W GARRISON AV,"(39.3467220,-76.6748285)"
07/13/2015 02:23:00 PM,Non-Emergency,SD,FOLLOW UP,P151941696,2600 W PATAPSCO AV,"(39.2528180,-76.6520970)"
07/13/2015 02:24:00 PM,High,ND,ARMED PERSON,P151941699,2100 GUILFORD AV,"(39.3138760,-76.6130890)"
07/13/2015 02:21:00 PM,Medium,NW,DISORDERLY,P151941700,5100 QUEENSBERRY AV,"(39.3499320,-76.6721020)"
07/13/2015 02:23:00 PM,Non-Emergency,ED,LOST PROPERTY,P151941701,1300 E LANVALE ST,"(39.3095901,-76.6010551)"
07/13/2015 02:24:00 PM,Low,NE,GET BELONGINGS,P151941703,4400 MANNASOTA AV,"(39.3274270,-76.5603390)"
07/13/2015 02:25:00 PM,Medium,CD,DISORDERLY,P151941704,W FAYETTE ST/N MARTIN LUTHER KING JR BL,"(39.290132,-76.627726)"
07/13/2015 02:24:00 PM,Medium,NE,911/NO  VOICE,P151941705,1100 E COLD SPRING LN,"(39.3451583,-76.5996398)"
07/13/2015 02:26:00 PM,Non-Emergency,SW,Repairs/Service,P151941706,100 #FUEL,"(30.5765089,-96.2803877)"
07/13/2015 02:26:00 PM,Low,NE,AUTO ACCIDENT,P151941707,BELAIR RD/EIERMAN AV,"(39.328910,-76.564505)"
07/13/2015 02:25:00 PM,Medium,NE,DISORDERLY,P151941708,1300 STONEWOOD RD,"(39.3490220,-76.5963340)"
07/13/2015 02:26:00 PM,Medium,NE,NARCOTICSOutside,P151941709,1700 BLK HOMESTEAD ST,"(39.3204885,-76.5945596)"
07/13/2015 02:25:00 PM,Low,ED,OTHER,P151941710,3900 PULASKI HY,"(39.2968916,-76.5638947)"
07/13/2015 02:27:00 PM,High,ED,ARMED PERSON,P151941711,E OLIVER ST/AISQUITH ST,"(39.307174,-76.602344)"
07/13/2015 02:27:00 PM,Medium,NE,FAMILY DISTURB,P151941712,1300 STONEWOOD RD,"(39.3490220,-76.5963340)"
07/13/2015 02:28:00 PM,Medium,ED,911/NO  VOICE,P151941714,3900 PULASKI HY,"(39.2968916,-76.5638947)"
07/13/2015 02:28:00 PM,Medium,SE,911/NO  VOICE,P151941715,6200 E LOMBARD ST,"(39.2960769,-76.5409324)"
07/13/2015 02:28:00 PM,Low,SW,AUTO ACCIDENT,P151941716,1000 HILTON PY,"(39.2903848,-76.6121893)"
07/13/2015 02:27:00 PM,Non-Emergency,ED,FOLLOW UP,P151941717,1500 AISQUITH ST,"(39.3076030,-76.6026250)"
07/13/2015 02:29:00 PM,Non-Emergency,WD,Foot  Patrol,P151941718,1500 BLK W BALTIMORE ST,"(39.2886470,-76.6411320)"
07/13/2015 02:30:00 PM,High,WD,Traffic Stop,P151941719,S FULTON AV/W PRATT ST,"(39.285244,-76.645029)"
07/13/2015 02:29:00 PM,Low,NE,HIT AND RUN,P151941720,5000 MORELLO RD,"(39.3498189,-76.5704570)"
07/13/2015 02:30:00 PM,Low,ED,AUTO ACCIDENT,P151941721,1000 HILLEN ST,"(39.2954935,-76.6074153)"
07/13/2015 02:29:00 PM,Medium,SD,SUSPICIOUS PERS,P151941722,1800 WASHINGTON BL,"(39.2760102,-76.6441126)"
07/13/2015 02:29:00 PM,Low,ED,WANTED ON WARR,P151941724,400 E PRESTON ST,"(39.3047587,-76.6103617)"
07/13/2015 02:27:00 PM,High,ED,AUTO ACC/INJURY,P151941725,HILLEN ST/COLVIN ST,"(39.295874,-76.606867)"
07/13/2015 02:29:00 PM,Low,CD,UNKNOWN TROUBLE,P151941728,200 N PACA ST,"(39.2918833,-76.6226802)"
07/13/2015 02:32:00 PM,High,WD,Traffic Stop,P151941729,1900 W NORTH AV,"(39.3100225,-76.6482806)"
07/13/2015 02:28:00 PM,Low,NE,HIT AND RUN,P151941730,2700 ST LO DR,"(39.3187818,-76.5871623)"
07/13/2015 02:30:00 PM,Low,NW,OTHER,P151941731,3300 W COLD SPRING LN,"(39.3366870,-76.6746129)"
07/13/2015 02:33:00 PM,Low,ED,Transport,P151941732,1000 ARMISTEAD WY,"(39.3037317,-76.5485555)"
07/13/2015 02:32:00 PM,Low,SW,AUTO ACCIDENT,P151941733,EDMONDSON AV/LYNDHURST ST,"(39.293767,-76.680634)"
07/13/2015 02:34:00 PM,Medium,CW,Lab Request,P151941734,2700 MANHATTAN AV,"(39.3586120,-76.6740760)"
07/13/2015 02:29:00 PM,Low,NE,AUTO ACCIDENT,P151941735,5900 PULASKI HY,"(39.3023950,-76.5475770)"
07/13/2015 02:34:00 PM,Medium,NE,DISORDERLY,P151941737,5900 BELAIR RD,"(39.3457347,-76.5412260)"
07/13/2015 02:33:00 PM,Medium,NW,911/NO  VOICE,P151941738,3300 W COLD SPRING LN,"(39.3366870,-76.6746129)"
07/13/2015 02:33:00 PM,Non-Emergency,WD,Private Tow,P151941739,1500 W FAYETTE ST,"(39.2899075,-76.6412028)"
07/13/2015 02:33:00 PM,Low,SW,AUTO ACCIDENT,P151941740,3800 EDMONDSON AV,"(39.2939463,-76.6797961)"
07/13/2015 02:33:00 PM,Medium,SD,DISORDERLY,P151941741,800 GLADE CT,"(39.2297497,-76.6009878)"
07/13/2015 02:34:00 PM,Medium,SD,911/NO  VOICE,P151941742,200 FRANKFURST AV,"(39.2428780,-76.6030780)"
07/13/2015 02:33:00 PM,High,SW,AUTO ACC/INJURY,P151941743,EDMONDSON AV/LYNDHURST ST,"(39.293767,-76.680634)"
07/13/2015 02:34:00 PM,Medium,NW,911/NO  VOICE,P151941744,5700 PARK HEIGHTS AV,"(39.3530484,-76.6864838)"
07/13/2015 03:33:00 PM,Medium,NE,DISORDERLY,P151941969,2500 HARFORD RD,"(39.3169740,-76.5954540)"
07/13/2015 03:30:00 PM,Medium,WD,DISORDERLY,P151941970,1300 N GILMOR ST,"(39.3032345,-76.6432080)"
07/13/2015 03:35:00 PM,Medium,NE,911/NO  VOICE,P151941972,1300 E NORTHERN PY,"(39.2903848,-76.6121893)"
07/13/2015 03:33:00 PM,Medium,SW,FAMILY DISTURB,P151941973,3100 WESTMONT CT,"(39.3014713,-76.6698256)"
07/13/2015 03:34:00 PM,Medium,ED,LARCENCY,P151941974,2000 HARFORD RD,"(39.3130322,-76.5990284)"
07/13/2015 03:35:00 PM,Low,SE,AUTO ACCIDENT,P151941975,100 N BROADWAY,"(39.2929610,-76.5945890)"
